call_id,lead_id,call_date,duration_minutes,transcript,primary_objection,sentiment,risk_level,next_step_summary
CALL-1146,1146,2025-03-17 02:06:52.745207,21,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Zoe: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Zoe: We're already using another project management tool.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Verbal commitment to pilot in one department.",We're already using another project management tool.,positive,medium,Verbal commitment to pilot in one department.
CALL-4214,4214,2025-08-12 01:41:15.745207,31,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Dana: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Dana: Implementation time is a big risk for our team.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Booked follow-up demo with the technical team.",Implementation time is a big risk for our team.,positive,medium,Booked follow-up demo with the technical team.
CALL-148,148,2026-03-01 10:53:27.745207,20,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Paul: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Paul: We don't have budget for this right now.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Added prospect to nurture sequence.",We don't have budget for this right now.,neutral,high,Added prospect to nurture sequence.
CALL-2740,2740,2025-08-03 14:00:33.745207,23,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Jeremy: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Jeremy: We don't have budget for this right now.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Prospect decided to postpone project to next year.",We don't have budget for this right now.,negative,medium,Prospect decided to postpone project to next year.
CALL-4929,4929,2026-03-15 07:08:10.745207,35,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Justin: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Justin: We need to see stronger ROI before moving forward.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Booked follow-up demo with the technical team.",We need to see stronger ROI before moving forward.,positive,medium,Booked follow-up demo with the technical team.
CALL-1276,1276,2025-10-13 10:50:11.745207,21,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Tamara: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Tamara: We don't have budget for this right now.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Added prospect to nurture sequence.",We don't have budget for this right now.,neutral,low,Added prospect to nurture sequence.
CALL-4696,4696,2025-10-08 02:54:21.745207,33,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Rachel: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Rachel: We're already using another project management tool.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Booked follow-up demo with the technical team.",We're already using another project management tool.,positive,high,Booked follow-up demo with the technical team.
CALL-1354,1354,2026-01-05 16:25:26.745207,45,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Andre: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Andre: We don't have budget for this right now.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Customer asked for a proposal and pricing breakdown.",We don't have budget for this right now.,positive,medium,Customer asked for a proposal and pricing breakdown.
CALL-985,985,2025-10-27 19:03:52.745207,31,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Shawn: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Shawn: We don't have budget for this right now.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Customer asked for a proposal and pricing breakdown.",We don't have budget for this right now.,positive,high,Customer asked for a proposal and pricing breakdown.
CALL-3216,3216,2025-08-07 03:01:51.745207,45,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Nathan: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Nathan: We need to see stronger ROI before moving forward.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Booked follow-up demo with the technical team.",We need to see stronger ROI before moving forward.,positive,low,Booked follow-up demo with the technical team.
CALL-3471,3471,2025-05-29 19:21:43.745207,22,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Paula: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Paula: We need to see stronger ROI before moving forward.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Prospect will evaluate internally and get back.",We need to see stronger ROI before moving forward.,neutral,low,Prospect will evaluate internally and get back.
CALL-1060,1060,2025-12-08 19:09:08.745207,34,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Christian: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Christian: We're already using another project management tool.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Added prospect to nurture sequence.",We're already using another project management tool.,neutral,low,Added prospect to nurture sequence.
CALL-1008,1008,2025-12-17 19:44:37.745207,40,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Ruben: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Ruben: We need to see stronger ROI before moving forward.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Prospect decided to postpone project to next year.",We need to see stronger ROI before moving forward.,negative,low,Prospect decided to postpone project to next year.
CALL-4062,4062,2026-01-22 13:52:01.745207,45,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Anthony: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Anthony: We don't have budget for this right now.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Verbal commitment to pilot in one department.",We don't have budget for this right now.,positive,medium,Verbal commitment to pilot in one department.
CALL-4080,4080,2025-11-12 06:37:57.745207,27,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Shawn: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Shawn: We don't have budget for this right now.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Verbal commitment to pilot in one department.",We don't have budget for this right now.,positive,low,Verbal commitment to pilot in one department.
CALL-4787,4787,2025-05-21 13:36:53.745207,40,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Timothy: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Timothy: Security and compliance are a major concern for us.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Booked follow-up demo with the technical team.",Security and compliance are a major concern for us.,positive,low,Booked follow-up demo with the technical team.
CALL-1083,1083,2025-03-02 16:29:51.745207,22,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Teresa: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Teresa: Security and compliance are a major concern for us.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Added prospect to nurture sequence.",Security and compliance are a major concern for us.,neutral,medium,Added prospect to nurture sequence.
CALL-91,91,2025-11-13 00:19:27.745207,29,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Keith: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Keith: We don't have budget for this right now.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Customer asked for a proposal and pricing breakdown.",We don't have budget for this right now.,positive,medium,Customer asked for a proposal and pricing breakdown.
CALL-4092,4092,2025-12-19 17:01:49.745207,28,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Kathleen: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Kathleen: We need to see stronger ROI before moving forward.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Customer asked for a proposal and pricing breakdown.",We need to see stronger ROI before moving forward.,positive,low,Customer asked for a proposal and pricing breakdown.
CALL-1601,1601,2026-02-23 23:28:24.745207,30,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Willie: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Willie: We're already using another project management tool.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Verbal commitment to pilot in one department.",We're already using another project management tool.,positive,medium,Verbal commitment to pilot in one department.
CALL-896,896,2025-12-27 00:37:59.745207,43,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Dylan: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Dylan: We don't have budget for this right now.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Prospect will evaluate internally and get back.",We don't have budget for this right now.,neutral,medium,Prospect will evaluate internally and get back.
CALL-2196,2196,2026-01-13 00:06:42.745207,36,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
William: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
William: We need to see stronger ROI before moving forward.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Added prospect to nurture sequence.",We need to see stronger ROI before moving forward.,neutral,medium,Added prospect to nurture sequence.
CALL-536,536,2025-10-31 19:23:05.745207,27,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Amy: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Amy: Implementation time is a big risk for our team.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Prospect chose a competitor due to existing relationship.",Implementation time is a big risk for our team.,negative,high,Prospect chose a competitor due to existing relationship.
CALL-1675,1675,2025-10-14 13:57:29.745207,40,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Robin: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Robin: Security and compliance are a major concern for us.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Booked follow-up demo with the technical team.",Security and compliance are a major concern for us.,positive,low,Booked follow-up demo with the technical team.
CALL-4575,4575,2025-11-19 09:37:07.745207,35,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Jon: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Jon: Implementation time is a big risk for our team.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Prospect decided to postpone project to next year.",Implementation time is a big risk for our team.,negative,low,Prospect decided to postpone project to next year.
CALL-4443,4443,2025-10-08 14:21:10.745207,34,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Gary: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Gary: We're already using another project management tool.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Prospect decided to postpone project to next year.",We're already using another project management tool.,negative,low,Prospect decided to postpone project to next year.
CALL-1816,1816,2025-08-25 23:34:00.745207,22,"AE: Thanks for taking the time today. I'd love to understand how your team manages projects.
Sandra: We currently use a mix of spreadsheets and another tool, but it's not ideal.
AE: Many of our customers felt the same before switching to CloudFlow.
Sandra: We need to see stronger ROI before moving forward.
AE: I understand. Here's how we typically address that concern...
NARRATOR: The call ended with the following outcome: Sent product overview and case studies.",We need to see stronger ROI before moving forward.,neutral,medium,Sent product overview and case studies.
